[2022-06-27 02:36:10,892] werkzeug - WARNING -  * Debugger is active! 
[2022-06-27 02:36:10,899] werkzeug - INFO -  * Debugger PIN: 668-037-325 
[2022-06-27 02:41:59,080] ro[2022-06-27 03:15:22,224] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:15:32,302] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:15:54,207] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:16:14,195] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:16:26,003] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:16:40,882] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:17:03,813] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:17:13,805] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:17:34,141] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:18:00,220] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:18:16,138] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:37:57,820] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:38:10,707] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:39:03,138] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:39:34,735] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:39:41,500] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:39:57,446] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:40:23,581] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:40:28,210] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:40:47,274] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:40:56,051] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:41:23,294] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:41:33,037] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:42:03,156] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:42:38,612] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:01,294] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:12,209] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:20,907] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:30,674] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:39,399] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:44:49,039] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:45:12,117] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:45:24,136] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:47:39,408] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:47:48,238] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:47:55,502] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:00,601] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:09,864] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:19,000] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:27,224] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:38,444] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:48:57,019] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:49:32,047] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:49:41,048] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:49:47,113] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:50:03,514] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:50:46,534] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:50:51,541] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:51:07,006] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:51:24,595] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:51:49,274] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:52:11,501] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:52:47,760] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:53:01,291] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:53:27,379] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:55:05,400] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:55:12,975] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:55:23,434] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:55:29,908] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:57:02,841] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:57:47,019] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:58:24,570] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:59:22,934] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:59:30,830] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 03:59:45,085] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 04:00:03,775] werkzeug - INFO -  * Restarting with stat 
[2022-06-27 04:00:32,546] werkzeug - INFO -  * Restarting with stat 
